  4,  4, 23,  1,  1,  2,  7 
 29, 26,  1, 12, 14,  5,  6
  1,  1,  1,  1,  2,  2,  5
  1,  2,  1,  2,  3,  1,  1
  3,  2,  1,  2,  1,  1,  1
  3,  1,  4,  2,  3,  5,  2
 15, 25, 10, 60, 54, 60,  5
 17,  5,  3,  1, 12, 19, 29
 17, 29, 54, 53, 10, 14, 52
 11, 33, 11, 60, 58,  3, 31
 60, 60, 60, 44,  9, 15, 15
 60, 60,  5, 60, 60, 60, 60
 27,  5, 24, 20,  4, 28, 60
 60, 60, 60, 20,  4, 60, 60
